Datadase	Asscession	Known/Putative? 	Datadase	Asscession	Known/Putative? 	Datadase	Asscession	Known/Putative? 
Enzyme Commission	7.6.2.3	Putative						
Enzyme Commission	7.6.2.4	Putative						
Enzyme Commission	7.6.2.5	Putative						
Enzyme Commission	7.6.2.6	Putative						
Enzyme Commission	7.6.2.7	Putative						
Enzyme Commission	7.6.2.8	Putative						
Enzyme Commission	7.6.2.9	Putative						
Enzyme Commission	7.6.2.10	Putative						
Enzyme Commission	7.6.2.11	Putative						
Enzyme Commission	7.6.2.12	Putative						
Enzyme Commission	7.6.2.13	Putative						
Enzyme Commission	7.6.2.14	Putative						
Enzyme Commission	7.6.2.15	Putative						
Enzyme Commission	7.6.2.16	Putative						
